,tweets
11739,Terms to review during the #CoronavirusLockdown : 1. Democratic Socialism; 2. Social Justice; 3. Liberation Theolog… https://t.co/3CKSnDNpuq
11740,RT @ToriNicksWho: Corona Virus is a smoke screen.. doesn’t mean it’s not harmful but let’s look at what laws was passed &amp; what activity bee…
11741,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11742,"This virus has got me crying at school parades!

https://t.co/lvNfOXY5s6"
11743,"RT @erinruddy: For everyone out there in need of a bit of hope...This is my grandad 82, arriving back home after beating the corona virus.…"
11744,"RT @ABHIJIT_LS: No updates of Corona by ICMR for Saturday &amp; Sunday ! No data published by them .
So either the virus took weekly offs or th…"
11745,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11746,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11747,"RT @Supinderdass1: #SantRampalJi_CanEndCorona
Corona's solution,with power of great saint,Saint Rampal g Maharaj, in his satsangs,certifies…"
11748,RT @MadarasiMunda: NEW:  Actor Shah Rukh Khan has decided to donate for the corona virus relief fund from the profits derived out of the la…
11749,"RT @AInsaaaaaa: #DSSFightsWithCorona
Followers of @DeraSachaSauda are continuously doing efforts to stop the spreading of Corona virus. For…"
11750,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
11751,RT @billbowtell: In the Australian Corona plan released in early February there were two big undertakings - securing the borders against th…
11752,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11753,"RT @petluvers4Trump: How screwed would we be if during this Corona virus lockdown we had no cell phones, internet or social media?🤔🤔"
11754,"RT @TSDMujeebudeen: Ya Allah Ya Rabb, 
Do Not Burden Us With What We Cannot Bear.
Pardon Us, Forgive Us, And Have Mercy On Us.
You Are Our…"
11755,"corona virus:
my cat: THIS IS ABOUT ME NOW"
11756,RT @YoungAdz1: Is this shortness of breath corona virus or the weed I’m smoking has been the most asked question in my head past few days
11757,"RT @SatlokChannel: An appeal to the Prime Minister of India
We request Mr. Narendra Modi ji to listen to Saint Rampal Ji Maharaj's teaching…"
11758,Trump called Corona Virus a Hoax. In a stadium. Full of people.
11759,"@miaxmon ""no one's marching to end the corona vírus"" girl..... You should've seen my city.... (It wasn't exactly to… https://t.co/CCrZkcqHbN"
11760,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
11761,Cops was playing Cardi B Corona Virus song on they speakers to remind ppl of social distancing today at the park lol
11762,RT @xmjc99: Bill Gates: “The Corona Virus… is sent to remind us of the important lessons that we seem to have forgotten and it is up to us…
11763,RT @brute54_j: people think the corona virus got the blicky with the stiffy....but it's only a cold and you people better recognize that th…
11764,"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp"
11765,"RT @market_raven: Corona Virus is less dangerous than the daily life of an American. Deaths are dropping from isolation. 

https://t.co/KzY…"
11766,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11767,"RT @ABHIJIT_LS: No updates of Corona by ICMR for Saturday &amp; Sunday ! No data published by them .
So either the virus took weekly offs or th…"
11768,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
11769,"RT @drmarwanK: 132,000 made full recovery from the corona virus. Retweet this figure instead of the death total , stay safe and together we…"
11770,"RT @tom_trotts: ""For 2.2 trillion (the cost of the Corona virus stimulus) we could have eliminated the income tax for every American worker…"
11771,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
11772,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
11773,@Weasel52565135 just checking in on you. Hope you’re staying safe and washing your paws. Don’t want you to end up l… https://t.co/0s39YuDnnN
11774,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
11775,"RT @HawtinGibb: WHITE RABBITS 🐇, confirmation from Juan O Savin that the Whitehats TAGGED the Adrenochrome with #Corona virus , boom Hollyw…"
11776,"RT @rishibagree: Rohini Singh wants the rich to donate for Corona Virus

Rohini Singh regularly flaunts her Mercedes on twitter

Rohini Sin…"
11777,RT @FuadChagollan: This corona virus quarantine be like those episodes in shows where they recap old episodes. Everybody’s posting highligh…
11778,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11779,"RT @PeterSweden7: The death rate in Italian region of Lombardy just keeps increasing.

It is now 15.5%

That means 1 in 6.5 people who test…"
11780,"RT @ImAllexx: apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏"
11781,RT @_churley: is anyone else exhausted by how little the average person cares about corona virus? i feel like my brain is always yelling at…
11782,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
11783,RT @W4ff_is_6foot4: I still have twitter deleted I’m just using safari rn just to say make dua for my dad pls. He’s in ICU most likely bc o…
11784,All this corona virus shit is about to drive me crazy. Like what the fuck are we supposed to do. Starve to death. y… https://t.co/EiHC7xvKom
11785,"@_TempestSZN I don’t want a cheap pc, I’m buying a beefy pc once this corona virus stuff passes"
11786,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11787,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
11788,RT @kinglilg: I see people in the streets like there is no corona virus out here ..
11789,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11790,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11791,"out of the top four countries with the most corona virus cases, the united states has FAR more cases and FAR less recoveries"
11792,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11793,"RT @Niaav_: Us:
The Corona Virus:
#ozark #Ozarkseason3 #OzarkS3 #coronavirusmemes #coronavirus https://t.co/WF2M7FYVTy"
11794,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11795,"RT @QTAnon1: Adam Schiffy has been tested and is not infected by the Corona virus. Experts are not surprised... 

The virus has been shown…"
11796,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11797,"RT @duarindbaloch: Solute to all paramedical staff,Pakistan Army,rescue,police each and everyone working in frontline against corona virus.…"
11798,"RT @Vindic8tr: Todd Starnes with actual reporting. ""War Zone""...not so much. No one even in line to be tested for corona virus."
11799,"RT @LazyMeatball: Open borders coalition demands all 37,000 illegal aliens be freed from federal custody over coronavirus

🤦‍♂️

If anythin…"
11800,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
11801,"RT @Dr_ZAQ: Some one tell this duffer Corona Virus is different from Computer Virus 😁

#CoronaInPakistan https://t.co/1ZiGfDoFoB"
11802,I hope you in Congress are keeping track of our Chinese debt write-off and corona virus charges - should be close t… https://t.co/8sJt9hdVRR
11803,The fact that I was suppose to be boarding a plane tomorrow but the Corona Virus said fuck yo plans
11804,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11805,"If the government wanna crack down of fake corona virus news, all they gotta do is ask WhatsApp to delete every gro… https://t.co/M9saTkSM6k"
11806,RT @HildaBacigalupo: @NatureisCrueI @NicolaPorcella The corona virus is teaching us that we are the ones who should not be on this planet.
11807,"RT @tom_trotts: ""For 2.2 trillion (the cost of the Corona virus stimulus) we could have eliminated the income tax for every American worker…"
11808,"2. Of the current reported cases, are you able to accurately tell the difference between the Corona virus Covid-19,… https://t.co/vjUlSrEOtX"
11809,"My dad “are you about to graduate?” 
Me: “the corona virus got in the way” 

lowkey quit college for a semester but… https://t.co/XsDOiU47zM"
11810,I serve a god that is bigger than the corona virus 🦠
11811,"RT @JimmyFalk5: @Inevitable_ET Juan O Savin that the Whitehats TAGGED the Adrenochrome with #Corona virus , boom Hollywood , Royalty .... f…"
11812,"They hate you as your dead, the look on their faces in their eyes through their masks, but they know it’s bad that… https://t.co/Onq2rJWH4r"
11813,"RT @ABHIJIT_LS: No updates of Corona by ICMR for Saturday &amp; Sunday ! No data published by them .
So either the virus took weekly offs or th…"
11814,RT @W4ff_is_6foot4: I still have twitter deleted I’m just using safari rn just to say make dua for my dad pls. He’s in ICU most likely bc o…
11815,"RT @sureshdass53103: #GodMorningMonday #GodMorningMonday
End Of The Corona Virus Pandemic
TRUE
Saint Rampal Ji Maharaj Is Telling The World…"
11816,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11817,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11818,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
11819,"RT @SealeTeam1: @trustrestored Oregon's Soros- backed Democrat governor bans use of hydroxychloroquine for Corona Virus victims...
https://…"
